text,polarity,sentiment
b international school brunei isb delighted welcome mr tom gardiner joining us head english xe x xa,0.375,positive
b lrzm really chose elite barb freeze still lost xf xf xa xa xf xf xa xa absolute melt onlinelearning,0.2,positive
b xe x xcthe mediocre teacher tells good teacher explains superior teacher demonstrates great teacher inspir xe x xa,0.425,positive
b great resource youngeoghan thank time effort xf xf x xf n nmake sure make copy need xe x xa,0.65,positive
b equity monday edtech consolidation amazon continues make like less techcrunch xe x xa,-0.166666667,negative
b need show less anger already angry world nshake hand nwe make loving stand n know ndo xe x xa,-0.191666667,negative
b year children reading story xe x xcwe xe x xre sailing galapagos xe x x english today discovery learn xe x xa,0,neutral
b hiring strategy z inside byju xe x xs strategy hire around people hr news ethrworld xe x xa,0,neutral
b exclusive byju xe x xs pilots hybrid model xe x xbyju xe x xs learning centre xe x x n n byjus onlinelearning,0,neutral
b importance gamification world online lms nevery training professional encountered common problem xe x xa,-0.1,negative
b thought day nfollow us iifsindia n n training teachersofinstagram studyabroad roots education facts xe x xa,0,neutral
b commitment excellence dedication towards success makes every program fruitful top notch xe x xa,0.4,positive
b incuspaze plans expand across small cities economic times n n byjus onlinelearning,-0.025,negative
b keep learning going innovative messaging gupshup smachatbot assistance international xe x xa,0.25,positive
b go far get career nenroll rao interactive classes today study yo xe x xa,0.1,positive
b happy international education day n n xe x xclive die tomorrow learn live forever xe x xd xe x xa,0.312121212,positive
b jump applicants engineering seats maharashtra year mumbai news times india xe x xa,0,neutral
b right xe x xm mentally top eiffel tower instead xe x xm pyjama xe x xs following lectures xe x xa,0.261904762,positive
b order help child open tell day try asking questions begin xe x xcwhat xe x xd xe x xa,0,neutral
b kids ability speak loudly clearly speech drama lessons work xe x xa,0.1,positive
b byju xe x xs foray latin america e asian markets n n amazonacademy onlinelearning,0,neutral
b meraki education advantage centralized platform provides quality blended learning experience hi xe x xa,0,neutral
b cbse bengaluru training tests help cbse students adapt well new exam pattern bengaluru news times indi xe x xa,0.136363636,positive
b gate section wise preparation strategy score good n n byjus onlinelearning,0.7,positive
b xe x x xef xb xfcan believe xe x x xef xb xf ncreate portfolio website html css amp bootstrap html amp css learn myopenacad xe x xa,0,neutral
b certifications give extra edge empowering land dream job fast get certified today fro xe x xa,0.1,positive
b stalearning little every day unlock potential set success future xe x xa,0.028125,positive
b hbcus found thing missing onlinelearning community highered students nccu found xe x xa,-0.2,negative
b omicron amp high staff absence returned many virtualschool children sightloss need accommodations xe x xa,0.215833333,positive
b sign newsletter stay date new courses certificates important dates xe x xa,0.268181818,positive
b school xe x xaat home xf xf xf xa n nstudents spend time nowadays connecting teachers friends virtu xe x xa,0,neutral
b pandemic put lot children school education suffered late news india hindustan times xe x xa,-0.3,negative
b every additional year education india increases person average income study xe x xa,-0.15,negative
b yo w severe low back pain drop hb non dialysis chronic renal failure ct scan showing ruptured xe x xa,-0.105555556,negative
b supreme couto hear plea offline cbse cisce term exams today n n byjus onlinelearning,0,neutral
b byju jobs byju rolls additions employee leave policy economic times n n byjus onlinelearning,0.2,positive
b online music classes ongoing joyfulpursuitofarts never stops aes xf xf xe xb n nlearn arts aes xe x xa,0,neutral
b great learning edtech firm great learning clocks k placements economic times n n,0.4,positive
b post different type studying preferences appeared first cudy technologies blog n nread full article xe x xa,0.2,positive
b cbse holds term minor subject exams class cities news indian express n n byjus onlinelearning,-0.108333333,negative
b interested learning photo retouching techniques using adobe photoshop register virtual photo editing f xe x xa,0.25,positive
b wait share things fetc k_grunow post covid edtech tools free coaching resources xe x xa,0.4,positive
b fintech edtech health tech quotes startup opportunity techsparks n n byjus onlinelearning,0,neutral
b kicked national schoolchoicewk weekend stay tuned special episodes parent exchange new xe x xa,0.246753247,positive
b check product xf xf x xd simple advanced topics animating characters xf xf x xd nby myopenacademy nshop xf xf x x xf xf x x xe x xa,0.2,positive
b uk training company let us review policy documents training education onlinelearning n n,0,neutral
b order help child open tell day try asking questions begin xe x xcwhat xe x xd xe x xa,0,neutral
b private xe x xon xe x x lessons expeinstructor choice meet online person decide much pa xe x xa,0.1,positive
b stayour web development visualization journey learning experts top quality depth tea xe x xa,0.5,positive
b kdka amazing n n onlinelearning way school safely covid xe x xa,0.55,positive
b also make lists things need assignments questions teacher n nread full xe x xa,0.35,positive
b post different type studying preferences appeared first cudy technologies blog n nread full article xe x xa,0.2,positive
b thank jack happy could help get finish line n nto learn call visit us xe x xa,0.8,positive
b top maths worksheets classroom amp students edtechreview edtech education xe x xa,0.5,positive
b forth series small end table build practice joinery requirement levels xe x xa,-0.25,negative
b term break isb primary hosted isb wildlife photographer year competition primary studen xe x xa,0.4,positive
b xe x xs look back first three weeks term isb well done everyone n education onlinelearning xe x xa,0.125,positive
b hearing lot buzz lately metaverse like emerging technologies seem like xe x xa,-0.3,negative
b educational technology get teachers enthusiastic using onlinelearning,0.425,positive
b winter fun tazamachhomeschoolingacademy blacksahm sahm blackmoms mompreneur sahmlife momlife xe x xa,0.3,positive
b ever thought creating webpage using html amp css learn get started registering xe x xa,0,neutral
b skills gap learning design n n neilmosley n n onlinelearning,0,neutral
b xe x x xef xb xfcan believe xe x x xef xb xf nr level data analytics r myopenacademy n xf xf x x shop range xe xf xa xe x xa,0,neutral
b best facebook advertising courses training n n smallbiz smm xe x xa,1,positive
b xe x xlearning together even apart xe x x nwe proud quickly children adapted onlinelearning xe x xa,0.566666667,positive
b opening soon watch space nigerianlanguages nigeriansindiaspora onlinelearning affordable,0,neutral
b kelsey kulick recently got married surprised entire wedding including husband signing vows xe x xa,0.0875,positive
b easy n onlineclass onlineclasses onlinelearning spring collegefootball collegebasketball collegelife xe x xa,0.433333333,positive
b online mba designed specifically prepare students solve problems innovatively globally sustainably xe x xa,0,neutral
b valentine day gift yet select egift card denomination need shop simply click link xe x xa,0,neutral
b never done perfect times stuck something need quick help message xe x xa,0.666666667,positive
b influence ai ml online education datascience xe x xa,0,neutral
b perfect email sequence k marketers eddata edtech edtechchat xe x xa,1,positive
b purple academy provides open access free online cybersecurity courses n n online infosec courses xe x xa,0.2,positive
b learn create edit share documents online using google cloud storage web app platform register fo xe x xa,0,neutral
b absorb_online n xf xf x xa xe x xd xf xf xe xlive maths session mastering simultaneous equations xf xf x xa xe x xd xf xf xe x ntuesday th january pm gmt xe x xa,0,neutral
b xe xad x quality engineering course study concepts processes software testing verify implement xe x xa,0,neutral
b free accounting online courses n n resources n onlinelearning free freebies deals educationday,0.4,positive
b looking online english teacher child n ncheckout website mor xe x xa,0,neutral
b get access course xe x xchow give living room makeover xe x xd skillshare completely free weeks xe x xa,0.4,positive
b get access course xe x xchow give bathroom makeover xe x xd skillshare completely free weeks acc xe x xa,0.4,positive
b check new course xe x xchouse plants beginners care xe x xd skillshare enjoy thousands xe x xa,0.268181818,positive
b get access course xe x xceasy grow vegetable grow home xe x xd skillshare completely free weeks xe x xa,0.4,positive
b check silc news prepping registration next year lots great info eicscatholic xe x xa,0.4,positive
b check product xf xf x xd secrets success create growth mindset success xf xf x xd nby myopenacademy nshop xf xf x x xf xf x x xe x xa,0.3,positive
b next weeks sharing xf xf xf xbaaward winning xf xf xf xbaexhibits aser onlinelearning educationmatters xe x xa,0.25,positive
b interested learning basics working microsoft word register virtual course xe x xa,0.25,positive
b free computerscience classes take online right n n developer developers onlinelearning xe x xa,0.342857143,positive
b tcea google classroom tips teaching online n n edugals n onlinelearning teachertwitter xe x xa,0,neutral
b practice speaking english friendly welcoming virtual setting adults free online event registr xe x xa,0.258333333,positive
b student week heidi n nwell done heidi passing abrsm piano musical theatre amp singing exams merits xe x xa,0,neutral
b theme week winter olympics visit home page themed lesson plans activities xe x xa,0,neutral
b get front expein field learnmorebemore experts expertise xe x xa,0,neutral
b francis_joseph happening every time schools reopened mumbai consent xe x xa,0,neutral
b google classroom tips teaching online n n edugals n onlinelearning teachertwitter xe x xa,0,neutral
b xe x x xef xb xfcan believe xe x x xef xb xf nhow create wordpress membership site zippycourses myopenacademy n xf xf x x shop rang xe x xa,0,neutral
b hope see fetc january th th netsync booth discussing collaboration xe x xa,0,neutral
b whatsapp gt ncatalog name fancy glamorous women jumpsuits n style beauty xe x xa,0,neutral
b top online side hustles earn money n n online side hustle side income xe x xa,0.5,positive
b instructors strong music education backgrounds email porchmusicstorelessons gmail com call sto xe x xa,0.433333333,positive
b book xf xf x xcounselling introduction online lb course takes look counselling theory technique xe x xa,0,neutral
b interested learning extra secure online register online class learn xe x xa,0.216666667,positive
b interested learning language native speaker time suits try preply languages xe x xa,0.25,positive
b eduminofindia n lidolearning n nhello nlido learning take responsibility improper services poor adminis xe x xa,-0.4,negative
b exploring future education expo dubai n n expodubai hertfordcollege uniofoxford n n brewit xe x xa,0,neutral
b proved partial pressure use brains bad xe x xa,-0.4,negative
b kangaroo crew alphabet matching game nonline learning n,-0.4,negative
b vol international journal online biomedical engineering ijoe,0,neutral
b kangaroo crew alphabet matching game nonline learning n,-0.4,negative
b looking fun steam project family give one try make disco led anglerfish creati xe x xa,0.3,positive
b best online courses elearning mooc onlinecourse onlinelearning moocs onlinecourses,1,positive
b xf xf x xadownload print display posters visuals transform gym engaging learning space n xe x xa n xf xd x xd xf xd x xbc xe x xa,0.4,positive
b majority canada xe x xs research universities pushed classes online end january even late xe x xa,-0.3,negative
b wish would think bit nwhat wish n n n mainlyspeaking english xe x xa,0,neutral
b looking new career path explore career tracks guides find information qualifications xe x xa,0.136363636,positive
b class ix girl student dakshyani pandey vidya gyan school sitapur emerges winner india national youth xe x xa,0,neutral
b edublogyear edublog edublogshare onlinelearning n onlineclasses edutwitter nda blog keep xe x xa,0,neutral
b course features n hours live classes n recorded classes n algorithm related projects ncourse details xe x xa,0.068181818,positive
b enrol free essential work skills course learn appropriate body language workplace xe x xa,0.3,positive
b good way online learning via edumorfosis onlinelearning elearning education xe x xa,0.7,positive
b korp academy runs week cycle far term done zombies monsters five nights freddys xe x xa,0.1,positive
b indian students faced learning losses pandemic unicef n n byjus onlinelearning,0,neutral
b elearning onlinelearning going go away impact every sector upskill going tredn xe x xa,0,neutral
b moocs reached million learners excluding china xe x xt reliable data providers l xe x xa,0,neutral
b byju rolls new employee policies period leave child care leave education times xe x xa,0.136363636,positive
b friendly reminder xf xf x xc everything takes inside excel academic pursuits beyond xe x xa,0.1875,positive
b welcome world digital marketing n ninternational institute digital marketing xe x xa nto learn xe x xa,0.266666667,positive
b curious benefits online learning stride k powered student shares reasons loves xe x xa,-0.1,negative
b career development boston university learnonline onlinelearning professionaldevelopment,0,neutral
b assemble design create circuit boards motherboards learn electronics circuits much xe x xa,0.2,positive
b iim bangalore witnesses record summer placement season economic times n n byjus onlinelearning,0.2,positive
b gives lot freedom deciding taught much time spent subject area n nread xe x xa,-0.022222222,negative
b new steptech n ncreate super engaging top notch instructional video go video creation tool mmhmmapp xe x xa,0.342424242,positive
b build online training course weeks via youtube courses elearning xe x xa,0,neutral
b certify accredit online course knowing difference via youtube xe x xa,0,neutral
b xe x xs answer day get right n nbook free demo class,0.342857143,positive
b reasons consultants turning skills online courses via youtube courses xe x xa,0,neutral
b xe x xs answer day get right n nbook free demo class,0.342857143,positive
b choose name online course sells via youtube courses elearning xe x xa,0,neutral
b pandemic put lot children school education suffered late news india hindustan times xe x xa,-0.3,negative
b rookie mistakes avoid creating online course via youtube courses xe x xa,0,neutral
b sell online courses using sizzle story via youtube courses elearning feedback xe x xa,0,neutral
b easy online course ideas sell via youtube n courses elearning feedback ideas xe x xa,0.433333333,positive
b transform online course using feedback via youtube courses elearning feedback xe x xa,0,neutral
b still places teatime edition leeds town hall talk slide show including images xe x xa,0,neutral
b math fun n nsign trial access n n educolearningcenter n onlinelearning,0.3,positive
b crap spoken rajeshtope know taken wrong decision parents xe x xa,-0.65,negative
b tried written instructions exemplars role play videos amp animation xe x xs always confusion amp questio xe x xa,0,neutral
b instructors tips tricks get adult students yo follow instructions n nwhen stude xe x xa,0.1,positive
b byju jobs byju rolls additions employee leave policy economic times n n byjus onlinelearning,0.2,positive
b vol international journal online biomedical engineering ijoe,0,neutral
b byju xe x xs raise xe x xb crore chan zuckerberg genglobal bright corp hindu businessline xe x xa,0.7,positive
b byju incuspaze lease seats byju ahmedabad amp lucknow real estate news et realestate xe x xa,0.2,positive
b april intake enrol aspire move strategic leadership role xe x xa,0,neutral
b got roblox obsessed child xf xf x xa xe x xd xf xf x xbb made blog post help understand roblox lua coding read xe x xa,-0.5,negative
b holly dechane oaklandu alumna completed ousehs mastersdegree onlinelearning also took xe x xa,0,neutral
b xe x x xef xb xfcan believe xe x x xef xb xf nmake angry birds clone unity complete puzzle game myopenacademy n xf xf x x shop ran xe x xa,-0.266666667,negative
b business law courses online boost business skills n n smallbiz xe x xa,0,neutral
b join us one webinars take basic principles onlinelearning works xe x xa,0,neutral
b every additional year education india increases person average income per cent new india xe x xa,-0.006818182,negative
b aicte launches faculty development programme indian knowledge systems n n byjus onlinelearning,0,neutral
b launch creative career skillshare get month free trial link learn creativity busine xe x xa,0.45,positive
b xe x xt great paof something big ngood news xe x x days left enroll nptel course xe x xa,0.266666667,positive
b xf xf x xb link course xf xf xa xf xf xf x xa asl made simple amp easy n n ablelingo_asl asl signlanguage xe x xa,0.216666667,positive
b importance gamification world online lms nevery training professional encountered common problem xe x xa,-0.1,negative
b look web skills online n njust google moralis academy xe x xa,0,neutral
b national education day digitally skilled teachers brighten india xe x xs future education today news xe x xa,0.25,positive
b cbse th th admit card know exam centre lost hall ticket need know xe x xa,0,neutral
b access shoonline course dyslexia dyscalculia digital learning ed_curation explorations platform xe x xa,0,neutral
b national education day digitally empowered teachers unlock india xe x xs potential n n byjus onlinelearning,0,neutral
b children day byju xe x xs celebrates curiosity children xe x xs day marketing amp advertising news et brandequity xe x xa,0,neutral
b certification mindset upskilling startups face multiple challenges n n byjus onlinelearning,0,neutral
b another great client review daughter prathima trained level online program xe xd xa xef xb xf xe x xa,0.8,positive
b school excellence law team yuci conducted second series revelare jan via google xe x xa,0,neutral
b mot risk childrens lives children experimental rats onlinelearning continues mumbai xe x xa,0.1,positive
b covid pandemic nudged karnataka digitise ensure inclusivity education c n ashwathnarayan cities news xe x xa,0,neutral
b check product xf xf x xd linux administration bootcamp go beginner advanced xf xf x xd nby myopenacademy nshop xe x xa,0.4,positive
b special degree milegi online classes valo ko xf xf x x xf xf x x n n onlinelearning,0.357142857,positive
b welcome new learner n lifelonglearning n education university motivation n study onlinelearning,0.468181818,positive
b students internet access india repo education today news n n byjus onlinelearning,0,neutral
b dishaan singh instagram xe x xcwe parents want child engaged self paced learning environment xe x xa,0,neutral
b pr newswire n n byjus onlinelearning,0,neutral
b blockchain learning crypto currency methods appropriated enhance online learning alt online winter con xe x xa,0,neutral
b national education day digitally skilled teachers brighten india xe x xs future education today news xe x xa,0.25,positive
b bestseller moroccan arabic foreigners complete online course,0.1,positive
b learn half juzz amma pa surah al fatiha surah al fajr n n islam quran xe x xa,-0.166666667,negative
b good day amsterdam xc xa ntoday twenty third rd day january ndoes anyone still handwrite xe x xa,0.35,positive
b top courses egypt egyptology amp egyptian history n egyptian egyptianmuseum xe x xa,0.5,positive
b egyptian egyptology egyptiana symbolism mythology pharaohsgoldenparade xe x xa,0,neutral
b egyptian arabic absolute beginner workshop egyptology egyptian arabic xe x xa,0.2,positive
b learn islamic financing udemy n udemycourses islam quran quranhour muslims xe x xa,0,neutral
b arabic quran beginner advanced speaking reading writing amp listening,0.4,positive
b learn arabic alphabet kids beginners zakaria n onlinecourses xe x xa,0,neutral
b children day byju xe x xs celebrates curiosity children xe x xs day marketing amp advertising news et brandequity xe x xa,0,neutral
b would risk childrens lives onlinelearning continues offline classes cmomaharashtra authackeray xe x xa,0,neutral
b xe x x xef xb xfcan believe xe x x xef xb xf nmobile app development minutes ios app myopenacademy n xf xf x x shop range xe xf xa xe x xa,0,neutral
b teachers india adopted hybrid learning covid education today news n n byjus onlinelearning,0,neutral
b covid pandemic nudged karnataka digitise ensure inclusivity education c n ashwathnarayan cities news xe x xa,0,neutral
b good parent knows job never done n nread survive year psle parent xf xf x x xe x xa,0.7,positive
b beyonces indian business famous female entrepreneurs india little text n n,0.104166667,positive
b ways kids benefit tutoring tutoring supplementary educational activity xe x xs look seven notable xe x xa,0.375,positive
b stop risking childrens lives varshaegaikwad cmomaharashtra authackeray conveniently become xe x xa,0,neutral
b xf xf xe x make learning personal online contact local tutor doctor n xe x xa n xf xf x xe call us schedule f xe x xa,0,neutral
b blackstone amit jain jumps ship rival carlyle india co head pe business standard news xe x xa,0,neutral
b xf xf x xa click link temple bookings buy educba courses n vedicastrology educba learnfromhome xe x xa,0,neutral
b nas tripura pupils take pain study gauge learning outcome times india n n byjus onlinelearning,0,neutral
b best online photoshop courses beginners advance n n smallbiz xe x xa,1,positive
b india big startups valuation n n byjus onlinelearning,0,neutral
b guess xf xf xa x tell us comments xf xf x x nfor interesting activities free live hob xe x xa,0.345454545,positive
b portal meant parents stay aligned progress child stay informed important xe x xa,0.4,positive
b rashtrapatibhvn sir please intervene see happening maharashtra mumbai bad effected city xe x xa,-0.7,negative
b need answer one helping us want onlinelearning govt forcing offline dont even xe x xa,0,neutral
b importance online education platforms covid digitalknowledge xe x xa,0,neutral
b noziasayyed anubha varshaegaikwad rajeshtope sure keep children safe onlinelearning continues xe x xa,0.5,positive
b tips help child focus schoolwork create daily schedule n nread full article xe x xa,0.175,positive
b increased screen time meant doctors students alike noticed uptick eyestrain screen induced xe x xa,0,neutral
b know nsound waves generate heat travel absorbed materials n funfacts funfactoftheday xe x xa,0.3,positive
b teachmintapp hey xe x xre unable xe x xedit xe x x digital pamphlets getting highlight xe x xsomething went wrong xe x x cl xe x xa,-0.333333333,negative
b neet result topper tanmay gupta tops air inspired family doctor education news xe x xa,0,neutral
b kerala toppers strike xe x xneet xe x x balance studies hobbies new indian express n n byjus onlinelearning,0.136363636,positive
b tips help child focus schoolwork create daily schedule n nread full article xe x xa,0.175,positive
b meet mrinal kutteri neet entrance exam topper scored n n byjus onlinelearning,0,neutral
b karthika nair neet topper among females air perfect score dreams oncologist ed xe x xa,1,positive
b good parent knows job never done n nread survive year psle parent xf xf x x xe x xa,0.7,positive
b check product xf xf x xd amazon fast lane fast way succeed amazon fba xf xf x xd nby myopenacademy nshop xe x xa,0.2,positive
b currently platform host online courses works isolation integrate services di xe x xa,0,neutral
b gives lot freedom deciding taught much time spent subject area n nread xe x xa,-0.022222222,negative
b ogilvy mullenlowe lintas tilt brand solutions win big indiaa awards marketing amp advertising news et brand xe x xa,0.4,positive
b nep implemented tamil nadu says cm stalin late news india hindustan times xe x xa,-0.3,negative
b education ministry notifies four year integrated teacher education programme times india xe x xa,0,neutral
b forbes india edtech byju byju innovation labs bridging teacher student gap ai ml xe x xa,0,neutral
b xe x x xef xb xfcan believe xe x x xef xb xf nmysql become certified database engineer myopenacademy n xf xf x x shop range xe xf xa xe x xa,0,neutral
b teachers trying keep governments school boards make promises parents covid xe x xa,0,neutral
b flipped classroom highly effective teaching method students learning online providing xe x xa,0.6,positive
b golden age teachers coming back says byju raveendran techsparks n n byjus onlinelearning,0.15,positive
b byju raveendran xe x xbyju xe x xs x xe x x pioneering movement edtech n n byjus onlinelearning,0,neutral
b teach think teach apply learn solve problems n nread mor xe x xa,0,neutral
b back school still learning online n n school onlinelearning usa,0,neutral
b want learn basics computer hardware check computer hardware anatomy computer xe x xa,0,neutral
b lenovo tab k mediatek helio pt processor launched india n n byjus onlinelearning,0,neutral
b learn new language online native teachers amazing online classes read amp share xe x xa xe x xa,0.368181818,positive
b freshworks swiggy zomato flipkart apple global names techsparks keynote roster xe x xa,0,neutral
b expect day techsparks india xe x xs large startup tech conference n n byjus onlinelearning,0.214285714,positive
b uk training company let us review policy documents training education onlinelearning n n,0,neutral
b several things may want order prepare first private lesson new stud xe x xa,0.096590909,positive
b teach think teach apply learn solve problems n nread mor xe x xa,0,neutral
b currently platform host online courses works isolation integrate services di xe x xa,0,neutral
b check product xf xf x xd security certification threats vulnerabilities domain xf xf x xd nby myopenacademy nshop xe x xa,0,neutral
b nsw government working protecting kids go back school lnp standing using xe x xcp xe x xa,0,neutral
b post lockdown amp remote learning post lockdown onlinelearning,-0.1,negative
b learn use free open source front end framework developing html css javascript xe x xa,0.2,positive
b seen first two videos series building small end table scratch highlight xe x xa,0,neutral
b abcnews breakfast think could get someone could talk need ventilation hepa fi xe x xa,0,neutral
b best analytics certification online amp automation courses n n datascientist xe x xa,1,positive
b domain sale n n teslabot optimus domainnameforsale domain domainsforsale xe x xa,0,neutral
b access world digital resources mobile device wherever go nfor information visit xe x xa,0,neutral
b xe xc xaready beyond recovery amp surviving every day n n insidejob inners healing move forward xe x xa,0,neutral
b valentine day gift yet select egift card denomination need shop simply click link xe x xa,0,neutral
b xe x xcthe school day long limited hours p learning long tied buildin xe x xa,-0.057142857,negative
b question e learning tools find answer help library plenty xe x xa,0,neutral
b week taught first lecture ryersonmdm believe international group students xe x xa,0.125,positive
b xe x x xef xb xfcan believe xe x x xef xb xf nbackgrounds assets animation drawing skills myopenacademy n xf xf x x shop rang xe x xa,0,neutral
b beginning midigiworld subscribers becoming chessmasters begins taniasachdev making chess household xe x xa,0.45,positive
b hbcus found thing missing onlinelearning community highered students nccu found xe x xa,-0.2,negative
b know famous people homeschooled xf xf x xa n n distancelearning science homelearning xe x xa,0.5,positive
b national university recently discussed benefits sel classroom read n inspiredmindsllc sel xe x xa,0,neutral
b learn basics using jquery javascript library built make easy write javascript related code xe x xa,0.216666667,positive
b discover instructional strategy help strengthen relationships students xe x xa,0,neutral
b need become devoid emotions aware responding potential impact e xe x xa,0.05,positive
b today celebrationoflifeday grateful every breath take appreciate small things life xe x xa,-0.25,negative
b never give education due instability online sgs affordable xe x xa,-0.125,negative
b back xe x xt want miss ever strengthening emotional intelligence critical xe x xa,0,neutral
b currently platform host online courses works isolation integrate services di xe x xa,0,neutral
b xc xcsk xc xbcdaronlines xc xbnavistiyor nothing important health life put risk xe x xa,0.4,positive
b looking zazzle coaching best one ever xf xf x x n xf xf x x n onlinecourses xe x xa,1,positive
b onlinelearning blended classrom nwhich modality best nit depends pedagogy behind,0.3,positive
b new online learning platform improve employment visual impairment onlinelearning equity,0.068181818,positive
b doyouknow people say estar xc xas loco que una cabra xf xf x x xf xf xa xaa n ncheck blog learn xf xf xa x xf xf x x xe x xa,0,neutral
b xf xf xc xfcheck goloveteach students conclude class day xf xf x xb feeling xe xd xa xef xb xfand reminded relationships matte xe x xa,0,neutral
b learn language without leaving house n french italien german n,0,neutral
b sharing awesome online learning series schools educators bringing cte programs students way xe x xa,1,positive
b want learn share photos videos amp shomessages users around world twitter register xe x xa,0,neutral
b xe x xt recall comments onlinelearning quite negative article makes c xe x xa,-0.3,negative
b noun university education without barriers openuniversity onlinelearning distancelearning schools,0,neutral
b eduyaari gives wings institute nconnect n n educational coachinginstitutes institute xe x xa,0.25,positive
b federal funds go online tutoring despite pandemic failures danagoldstein vi xe x xa,0,neutral
b perfect blend xe x xll learn create homemade recipe effective blended learning stud xe x xa,0.8,positive
b vol international journal emerging technologies learning ijet,0,neutral
b indosso jeans e maglietta xe x xm wearing jeans tee shirt clothes italian learnitalian italiano xe x xa,0,neutral
b purchase k quality data build great marketing funnel eddata edtech xe x xa,0.8,positive
b chess war board object crush opponent xe x xs mind xe x x bobby fischer n nchess war boa xe x xa,0,neutral
b xf xf x xa goals yellowdig n n xe xc x turn classrooms virtual learning communities n xe xc x allow students xe x xa,0,neutral
b adopted armando recommendations yet spotify always top app momentum app prov xe x xa,0.5,positive
b promoting interactivity online learning xe x x towards achievement high quality online learning outcomes tale xe x xa,0.16,positive
b excited announce brand new blog series effective online teaching tools starting next saturday xe x xa,0.222272727,positive
b want learn use internet find apply jobs check online course learn xe x xa,0,neutral
b late nukeneducation build ready xf xf x x n nwe date nuken feature set also new xe x xa,0.012121212,positive
b map_chamakes remotelearning less concern effective learning ss enjoyed amp proactively participated xe x xa,0.311111111,positive
b xe x x xef xb xfcan believe xe x x xef xb xf nfree course uncovering actionable insights accelerate pipeline myopenacademy n xf xf x x xe x xa,0,neutral
b telangana school education department instructed officials conduct online classes classes xe x xa,0,neutral
b check commonsense best tools reviewed educators gt gt edtech onlinelearning xe x xa,1,positive
b languages native speakers comment gif n n corelanguages learnenglish xe x xa,0,neutral
b learner delight team nask questions get answers technical experts x n n trending trendingnow training xe x xa,0,neutral
b currently platform host online courses works isolation integrate services di xe x xa,0,neutral
b best online courses elearning mooc onlinecourse onlinelearning moocs onlinecourses,1,positive
b easy online enrolment tutor marked assignments learning materials designed experts plus c xe x xa,0.266666667,positive
b kangaroo crew alphabet matching game nonline learning n,-0.4,negative
b thinking getting career right track tired feeling uneducated unqualif xe x xa,-0.057142857,negative
b great dialogue onlinelearning cpa_uk caribbean clerksprogramme learning xe x xa,0.8,positive
b kangaroo crew alphabet matching game nonline learning n,-0.4,negative
b year video kids onlinelearning kindergarten cbse usa india kindly subsc xe x xa,0.6,positive
b set success onlinelearning oaklandu xe xc x xef xb xf lists need staon right foo xe x xa,0.292857143,positive
b free accounting online courses n n resources n resources freebie onlineclasses xe x xa,0.4,positive
b talk online learning business strategy gavinmwoods aurionlearning xe x xa,0,neutral
b xe x xwhat conclude terms state digital education research uk trust outputs xe x xa,0,neutral
b internationalstudent leeds uk sameepkulkarni sameepkulkarnidisciple music sitar onlinelearning xe x xa,0,neutral
b ucriverside rooms increasing student engagement rise classrooms nflexibility attending class person xe x xa,0,neutral
b post brief summary education system philippines appeared first cudy technologies blog n nread xe x xa,0.125,positive
b miss demand asynchronous courses rev dr angela yarber tehom center available xe x xa,0.15,positive
b call woes jokes online classes alas tired fie covid chinese virus n onlineclasses xe x xa,-0.266666667,negative
b hbcus found thing missing onlinelearning community highered students nccu found xe x xa,-0.2,negative
b hear imagine envision online learning metaverse attending scale model un xe x xa,0,neutral
b file would find desktop n ntag friends would love n n teachze memes studentspc xe x xa,0.5,positive
b let majority speak authackeray mybmcedu varshaegaikwad onlinelearning,0,neutral
b discover learn wide selection courses gain job ready skillsets work future xe x xa,0.033333333,positive
b currently platform host online courses works isolation integrate services di xe x xa,0,neutral
b composing gesture xe x x dance improvisation intensive gesture posture fa xe x xa,0,neutral
b experienced teachers learn laws motion concepts gravity energy get personal tutor throu xe x xa,0.4,positive
b join fb amp youtube talk healthy foods kids n ndate ntime pm n nspecial guest dr xe x xa,0.5,positive
b xe x xt thank enough fabulous online programs offer safe access everyone matter l xe x xa,0.3,positive
b home online french tutors help learn easily access french language lessons beginner master xe x xa,0.144444444,positive
b hi friends student starting fall behind uncertainty covid making difficult learn xe x xa,-0.3,negative
b degree invaluable xe x xt get graduatejob straightaway studying psychology linguistics literatur xe x xa,0,neutral
b vikaas pu college mangalore leading jee neet coaching centre offers excellent jee neet preparation xe x xa,0.55,positive
b post brief summary education system philippines appeared first cudy technologies blog n nread xe x xa,0.125,positive
b enthusiastically awaited beginning winter semester campus could com xe x xa,0,neutral
b take career next level earning one demand cybersecurity certifications n itcourses xe x xa,0,neutral
b unlimited lectures mock tests tutoring fingertips n nmultitutor makes sure score mu xe x xa,0.5,positive
b beginning midigiworld subscribers becoming chessmasters begins tania sachdev making chess household xe x xa,0.45,positive
b choosing topic extended topic key decision choose something interested n nwr xe x xa,0.125,positive
b yo hearing snowdays becoming onlinelearning days places n pandemic mean xe x xa,0.06875,positive
b hope virus comes control soon n nfull story gt gt cycling xe x xa,0,neutral
b best mobileapps development courses n n appdesign mobile mobileapp bi ai xe x xa,1,positive
b going nwe heard someone saying meme game strong nso entering meme w xe x xa,0.016666667,positive
